L 654.9604, 1358.9623, -43.9979,  613.1888, 1358.9591, -43.9979,  0, 0, 0
L 654.9596, 1246.9595, -43.9979,  654.9604, 1358.9623, -43.9979,  0, 0, 0
L 702.9602, 1246.9601, -43.9979,  654.9596, 1246.9595, -43.9979,  0, 0, 0
L 702.9600, 1057.3979, -43.9979,  702.9602, 1246.9601, -43.9979,  0, 0, 0
L 562.9595, 1057.4010, -43.9979,  702.9600, 1057.3979, -43.9979,  0, 0, 0
L 562.9600, 1051.5656, -43.9979,  562.9595, 1057.4010, -43.9979,  0, 0, 0
L 574.9521, 1039.5769, -43.9979,  562.9600, 1051.5656, -43.9979,  0, 0, 0
L 574.9520, 944.4228, -37.6533,  574.9521, 1039.5769, -43.9979,  0, 0, 0
L 562.9596, 932.4307, -36.3789,  574.9520, 944.4228, -37.6533,  0, 0, 0
L 562.9589, 927.0000, -35.9979,  562.9596, 932.4307, -35.9979,  0, 0, 0
L 758.9841, 671.7410, -12.9842,  711.6010, 799.5393, -35.2406,  0, 0, 0
L 766.9579, 607.9406, -4.6349,  758.9841, 671.7410, -11.3762,  0, 0, 0
L 766.9601, 545.3970, -3.9980,  766.9579, 607.9406, -3.9980,  0, 0, 0
L 703.9370, 545.4080, -3.9980,  766.9601, 545.3970, -3.9980,  0, 0, 0
L 639.9298, 537.3940, 3.6648,  703.9370, 545.4080, -3.2374,  0, 0, 0
L 624.4234, 537.4690, 4.1900,  639.9298, 537.3940, 4.1900,  0, 0, 0
L 612.4301, 549.4030, 4.1900,  624.4234, 537.4690, 4.1900,  0, 0, 0
L 606.9583, 549.3970, 4.1900,  612.4301, 549.4030, 4.1900,  0, 0, 0
L 504.9574, 392.2022, 10.2000,  504.9605, 383.8681, 10.2000,  0, 0, 0
L 560.8553, 408.6154, 3.1900,  552.4303, 417.4030, 3.1900,  0, 0, 0
L 564.9818, 400.3611, 6.1900,  560.8553, 408.6154, 6.1900,  0, 0, 0
L 566.8215, 393.1300, 8.2000,  564.9818, 400.3611, 8.2000,  0, 0, 0
L 567.3990, 383.8632, 10.2000,  567.4070, 393.1500, 10.2000,  0, 0, 0
L 564.8101, 374.9587, 12.2000,  567.3990, 383.8632, 12.2000,  0, 0, 0
L 507.1856, 374.9592, 14.2000,  564.8101, 374.9587, 14.2000,  0, 0, 0
L 504.9605, 383.8681, 12.2000,  507.1856, 374.9592, 12.2000,  0, 0, 0
L 507.8040, 400.4889, 8.2000,  504.9574, 392.2022, 8.2100,  0, 0, 0
L 511.1464, 408.6188, 6.1900,  507.8040, 400.4889, 6.1900,  0, 0, 0
L 519.5709, 417.4140, 3.1900,  511.1464, 408.6188, 3.1900,  0, 0, 0
L 552.4303, 417.4030, 3.1900,  519.5709, 417.4140, 3.1900,  0, 0, 0
L 606.9600, 417.3980, 3.7496,  606.9583, 549.3970, 3.7483,  0, 0, 0
L 602.9591, 417.4050, 3.1777,  606.9600, 417.3980, 3.7496,  0, 0, 0
L 602.9601, 325.3960, 14.2000,  602.9591, 417.4050, 3.1900,  0, 0, 0
L 469.4000, 325.3980, 14.2000,  602.9601, 325.3960, 14.2000,  0, 0, 0
L 469.3980, 417.4030, 3.1900,  469.4000, 325.3980, 14.2000,  0, 0, 0
L 465.3960, 417.3980, 3.7486,  469.3980, 417.4030, 3.7460,  0, 0, 0
L 465.4020, 549.4010, 3.7486,  465.3960, 417.3980, 3.7486,  0, 0, 0
L 459.5692, 549.4010, 4.1900,  465.4020, 549.4010, 4.1900,  0, 0, 0
