L -109.8024, -510.4343, 3.7509,  -110.4331, -508.5124, 3.7509,  150, 100, 0
L -103.1449, -525.2613, 3.7509,  -109.8024, -510.4343, 3.7509,  150, 100, 0
L -113.1953, -1386.1973, 3.7509,  -113.9321, -1393.8539, 3.7509,  150, 100, 0
L -109.3472, -1363.1515, 3.7509,  -113.1953, -1386.1973, 3.7509,  150, 100, 0
L -107.4544, -1344.8910, 3.7509,  -109.3472, -1363.1515, 3.7509,  150, 100, 0
L -105.7210, -1336.6084, 3.7509,  -107.4544, -1344.8910, 3.7509,  150, 100, 0
L -106.2734, -1308.1664, 3.7509,  -105.7210, -1336.6084, 3.7509,  150, 100, 0
L -104.1773, -1295.7332, 3.7509,  -106.2734, -1308.1664, 3.7509,  150, 100, 0
L -109.8160, -1274.5889, 3.7509,  -104.1773, -1295.7332, 3.7509,  150, 100, 0
L -115.8876, -1257.1144, 3.7509,  -109.8160, -1274.5889, 3.7509,  150, 100, 0
L -114.7514, -1239.1399, 3.7509,  -115.8876, -1257.1144, 3.7509,  150, 100, 0
L -113.7423, -1230.3665, 3.7509,  -114.7514, -1239.1399, 3.7509,  150, 100, 0
L -114.9329, -1219.6498, 3.7509,  -113.7423, -1230.3665, 3.7509,  150, 100, 0
L -114.2552, -1183.2454, 3.7509,  -114.9329, -1219.6498, 3.7509,  150, 100, 0
L -1099.1875, -1079.9695, 0.6260,  -1099.1868, -1384.6575, 0.6260,  64, 64, 64
L 1099.1874, -864.4664, 0.6260,  1099.1852, -1391.9684, 0.6260,  64, 64, 64
L -57.5938, -238.5432, 1.6259,  -48.3438, -238.5433, 1.6259,  100, 50, 0
L -112.2866, -196.1476, 0.6260,  -112.3436, -195.5433, -0.3740,  64, 64, 64
L -84.1240, -196.2812, 0.6260,  -112.2866, -196.1476, 0.6260,  64, 64, 64
L -70.1881, -210.2102, 0.6260,  -84.1240, -196.2812, 0.6260,  64, 64, 64
L -28.1553, -210.2812, 0.6260,  -70.1881, -210.2102, 0.6260,  64, 64, 64
L -14.9053, -223.5312, 0.6260,  -28.1553, -210.2812, 0.6260,  64, 64, 64
L -84.3044, -223.7261, 0.6260,  -14.9053, -223.5312, 0.6260,  64, 64, 64
L -84.3436, -237.5312, 0.6260,  -84.3044, -223.7261, 0.6260,  64, 64, 64
L -86.1928, -237.6056, 0.6260,  -84.3436, -237.5312, 0.6260,  64, 64, 64
L -86.2935, -240.9360, 0.6260,  -86.1928, -237.6056, 0.6260,  64, 64, 64
L -81.6734, -240.1373, 0.6260,  -86.2935, -240.9360, 0.6260,  64, 64, 64
L -81.5938, -226.2811, 0.6260,  -81.6734, -240.1373, 0.6260,  64, 64, 64
L -26.3750, -226.2812, 0.6260,  -81.5938, -226.2811, 0.6260,  64, 64, 64
L -26.8930, -228.2716, 0.6260,  -26.3750, -226.2812, 0.6260,  64, 64, 64
L -16.3750, -228.2812, 0.6260,  -26.8930, -228.2716, 0.6260,  64, 64, 64
L -16.3750, -277.5000, 0.6260,  -16.3750, -228.2812, 0.6260,  64, 64, 64
L -26.3603, -277.7715, 0.6260,  -16.3750, -277.5000, 0.6260,  64, 64, 64
L -26.3750, -279.5000, 0.6260,  -26.3603, -277.7715, 0.6260,  64, 64, 64
L -45.5938, -279.5000, 0.6260,  -26.3750, -279.5000, 0.6260,  64, 64, 64
L -45.6398, -235.6559, 0.6260,  -45.5938, -279.5000, 0.6260,  64, 64, 64
L -48.3393, -235.8413, 0.6260,  -45.6398, -235.6559, 0.6260,  64, 64, 64
L -48.3438, -237.5433, 0.6260,  -48.3393, -235.8413, 0.6260,  64, 64, 64
L -57.5938, -237.5433, 0.6260,  -48.3438, -237.5433, 0.6260,  100, 50, 0
L -57.7100, -235.5763, 0.6260,  -57.5938, -237.5433, 0.6260,  64, 64, 64
L -60.3877, -235.5330, 0.6260,  -57.7100, -235.5763, 0.6260,  64, 64, 64
L -60.6100, -263.8686, 0.6350,  -60.3877, -235.5330, 0.6260,  64, 64, 64
L -81.5938, -263.5312, 0.6260,  -60.6100, -263.8686, 0.6350,  64, 64, 64
L -81.6860, -249.6596, 0.6260,  -81.5938, -263.5312, 0.6260,  64, 64, 64
L -86.1761, -249.5937, 0.6260,  -81.6860, -249.6596, 0.6260,  64, 64, 64
L -86.3438, -251.5312, 0.6260,  -86.1761, -249.5937, 0.6260,  64, 64, 64
L -109.1774, -251.5946, 0.6260,  -86.3438, -251.5312, 0.6260,  64, 64, 64
L -113.3106, -255.7521, 0.6260,  -109.1774, -251.5946, 0.6260,  64, 64, 64
L -113.3402, -261.9522, 0.6260,  -113.3106, -255.7521, 0.6260,  64, 64, 64
L -109.1676, -266.2241, 0.6260,  -113.3402, -261.9522, 0.6260,  64, 64, 64
L -84.6200, -265.9436, 0.6350,  -109.1676, -266.2241, 0.6260,  64, 64, 64
L -84.3436, -305.5000, 0.6260,  -84.6200, -265.9436, 0.6350,  64, 64, 64
L -109.3310, -305.7780, 0.6260,  -84.3436, -305.5000, 0.6260,  64, 64, 64
L -109.4430, -308.2432, 0.6260,  -109.3310, -305.7780, 0.6260,  64, 64, 64
L -84.3436, -308.2500, 0.6260,  -109.4430, -308.2432, 0.6260,  64, 64, 64
L -83.9111, -308.2500, 2.6259,  -84.3436, -308.2500, 0.6260,  64, 64, 64
L -82.1847, -308.2500, 2.6259,  -83.9111, -308.2500, 2.6259,  64, 64, 64
L -81.5938, -308.2497, 0.6260,  -82.1847, -308.2500, 2.6259,  64, 64, 64
L -28.3750, -308.2500, 0.6260,  -81.5938, -308.2497, 0.6260,  64, 64, 64
L -25.7173, -322.1883, -0.3740,  -83.6067, -322.2497, -0.3710,  64, 64, 64
L -25.6250, -282.1924, -0.3740,  -25.7173, -322.1883, -0.3740,  64, 64, 64
L -14.3750, -280.3176, -0.3740,  -25.6250, -282.1924, -0.3740,  64, 64, 64
L 168.1051, -308.2980, 2.6259,  153.7831, -308.4180, 2.6259,  0, 0, 255
L 168.2494, -293.6460, 2.6259,  168.1051, -308.2980, 2.6259,  0, 0, 255
L 153.8088, -293.5493, 2.6259,  168.2494, -293.6460, 2.6259,  0, 0, 255
L 153.9536, -307.4997, 2.6252,  153.8088, -293.5493, 2.6259,  0, 0, 255
L 170.3086, -309.9282, 0.6260,  169.9334, -310.2500, 0.6260,  64, 64, 64
L 170.3100, -291.8321, 0.6260,  170.3086, -309.9282, 0.6260,  64, 64, 64
L 169.8426, -291.5000, 0.6260,  170.3100, -291.8321, 0.6260,  64, 64, 64
L 151.5883, -291.7330, 0.6260,  169.8426, -291.5000, 0.6260,  64, 64, 64
L 151.6247, -310.8210, 0.6260,  151.5883, -291.7330, 0.6260,  64, 64, 64
L 167.7317, -310.2500, 0.6260,  151.6247, -310.8210, 0.6260,  64, 64, 64
L 154.3043, -321.7975, 0.6260,  154.3121, -335.8888, 0.6260,  64, 64, 64
L 140.3125, -307.7196, 0.6260,  154.3043, -321.7975, 0.6260,  64, 64, 64
L 140.3125, -294.3030, 0.6260,  140.3125, -307.7196, 0.6260,  64, 64, 64
L 154.9280, -280.2500, 0.6260,  140.3125, -294.3030, 0.6260,  64, 64, 64
L 167.7821, -280.2500, 0.6260,  154.9280, -280.2500, 0.6260,  64, 64, 64
L 181.5625, -294.3030, 0.6260,  167.7821, -280.2500, 0.6260,  64, 64, 64
L 181.5625, -307.7196, 0.6260,  181.5625, -294.3030, 0.6260,  64, 64, 64
L 167.5625, -321.8745, 0.6260,  181.5625, -307.7196, 0.6260,  64, 64, 64
L 167.5625, -335.8690, 0.6260,  167.5625, -321.8745, 0.6260,  64, 64, 64
L 499.4375, -147.3122, 0.6260,  499.4375, -275.7653, 0.6260,  64, 64, 64
L 210.2812, -147.3125, 0.6260,  499.4375, -147.3122, 0.6260,  64, 64, 64
L 210.2812, -321.8684, 0.6260,  210.2812, -147.3125, 0.6260,  64, 64, 64
L 196.1713, -336.1403, 0.6260,  210.2812, -321.8684, 0.6260,  64, 64, 64
L 140.9280, -336.2500, 0.6260,  196.1713, -336.1403, 0.6260,  64, 64, 64
L 126.3125, -350.3030, 0.6260,  140.9280, -336.2500, 0.6260,  64, 64, 64
L 126.3125, -377.6884, 0.6260,  126.3125, -350.3030, 0.6260,  64, 64, 64
L 140.2310, -391.6104, 0.6260,  126.3125, -377.6884, 0.6260,  64, 64, 64
L 140.3109, -405.8783, 0.6260,  140.2310, -391.6104, 0.6260,  64, 64, 64
L 126.2824, -420.2910, 0.6260,  140.3109, -405.8783, 0.6260,  64, 64, 64
L 111.8105, -420.1836, 0.6260,  126.2824, -420.2910, 0.6260,  64, 64, 64
L 97.8134, -406.2187, 0.6260,  111.8105, -420.1836, 0.6260,  64, 64, 64
L -0.1637, -406.1811, 0.6260,  97.8134, -406.2187, 0.6260,  64, 64, 64
L -14.2300, -392.1440, 0.6260,  -0.1637, -406.1811, 0.6260,  64, 64, 64
L -14.3750, -391.4809, -0.3740,  -14.2300, -392.1440, 0.6260,  64, 64, 64
L -14.3750, -280.3177, -0.3740,  -14.3750, -391.4809, -0.3740,  64, 64, 64
L -28.3750, -319.5000, 0.6260,  -28.3750, -308.2500, 0.6260,  0, 127, 0
L -81.5938, -319.5000, 0.6260,  -28.3750, -319.5000, 0.6260,  0, 127, 0
L -81.5938, -308.2497, 0.6260,  -81.5938, -319.5000, 0.6260,  0, 127, 0
L -209.5312, -319.5000, 0.6260,  -209.5312, -308.2497, 0.6260,  0, 127, 0
L -156.3122, -319.5000, 0.6260,  -209.5312, -319.5000, 0.6260,  0, 127, 0
L -156.3125, -308.2499, 0.6260,  -156.3122, -319.5000, 0.6260,  0, 127, 0
L -212.1199, -322.1831, -0.3740,  -154.3002, -322.2500, -0.3739,  64, 64, 64
L -212.2809, -321.8904, -0.3740,  -212.1199, -322.1831, -0.3740,  64, 64, 64
L -212.2812, -282.1926, -0.3740,  -212.2809, -321.8904, -0.3740,  64, 64, 64
L -699.3437, -161.3120, 0.6260,  -699.3437, -266.7380, 0.6260,  64, 64, 64
L -461.9678, -161.3125, 0.6260,  -699.3437, -161.3120, 0.6260,  64, 64, 64
L -441.1517, -182.1285, 0.6260,  -461.9678, -161.3125, 0.6260,  64, 64, 64
L -434.1875, -209.9523, 0.6260,  -441.1517, -182.1285, 0.6260,  64, 64, 64
